id_parcela,region,variedad,superficie_ha,temp_promedio,humedad_suelo,ph_suelo,horas_sol,riego_mm,fertilizante_kg,densidad_plantas,rendimiento_kg_ha,calidad_cosecha
PARC-01399,Lambayeque,Emerald,5.31,22.6,38.2,5.59,8.8,699.0,178.0,3701.0,8825.0,Media
PARC-01400,Ica,Ventura,4.81,23.2,41.1,5.3,9.9,700.0,194.0,3987.0,8494.0,Baja
PARC-01401,La Libertad,Rocio,10.36,22.4,35.0,5.97,9.5,697.0,198.0,4095.0,9450.0,Alta
PARC-01402,La Libertad,Biloxi,6.95,21.4,62.3,5.42,8.7,561.0,150.0,4275.0,8644.0,Media
PARC-01403,Ica,Rocio,6.28,21.9,45.9,5.93,7.8,654.0,234.0,3474.0,8903.0,Media
PARC-01404,La Libertad,Emerald,3.46,19.2,61.6,5.4,8.9,518.0,195.0,4572.0,9314.0,Alta
PARC-01405,La Libertad,Biloxi,10.76,21.1,61.5,5.49,9.4,597.0,175.0,4081.0,8947.0,Media
PARC-01406,La Libertad,Emerald,2.55,18.5,64.8,5.91,9.0,461.0,218.0,3874.0,9111.0,Alta
PARC-01407,La Libertad,Rocio,4.4,22.5,47.9,5.98,7.1,588.0,242.0,3552.0,8839.0,Media
PARC-01408,La Libertad,Biloxi,8.21,19.5,62.7,5.55,8.7,523.0,204.0,3998.0,9305.0,Alta
PARC-01409,La Libertad,Rocio,9.02,22.4,41.4,,7.4,707.0,223.0,3631.0,8879.0,Media
PARC-01410,Lambayeque,Ventura,10.01,21.0,68.4,6.78,9.0,542.0,294.0,4185.0,7833.0,Baja
PARC-01411,Lambayeque,Rocio,6.1,24.5,48.8,6.19,6.9,664.0,200.0,3657.0,7300.0,Baja
PARC-01412,Ica,Biloxi,5.47,21.8,47.2,5.92,8.1,588.0,199.0,3863.0,9360.0,Alta
PARC-01413,La Libertad,Emerald,4.89,21.8,49.4,6.37,7.6,508.0,256.0,3525.0,8915.0,Media
PARC-01414,La Libertad,Rocio,7.68,21.9,47.5,5.88,7.5,543.0,226.0,3589.0,9028.0,Media
PARC-01415,Lambayeque,Ventura,5.49,19.1,58.6,5.57,8.9,491.0,230.0,3415.0,9623.0,Alta
PARC-01416,La Libertad,Biloxi,5.28,21.9,55.7,7.18,9.1,559.0,281.0,4265.0,7220.0,Baja
PARC-01417,La Libertad,Ventura,2.17,22.1,33.4,5.46,,735.0,202.0,4143.0,9247.0,Alta
PARC-01418,Lambayeque,Emerald,11.48,23.1,38.9,5.57,9.7,665.0,210.0,3877.0,8942.0,Media
PARC-01419,Lambayeque,Emerald,2.61,23.1,44.5,6.49,7.9,582.0,202.0,3189.0,7913.0,Baja
PARC-01420,La Libertad,Ventura,4.71,22.4,44.8,,7.0,562.0,242.0,3378.0,9139.0,Alta
PARC-01421,Lambayeque,Rocio,11.21,20.8,57.1,6.76,8.6,489.0,290.0,3891.0,8591.0,Media
PARC-01422,Lambayeque,Emerald,9.35,21.2,39.2,5.54,10.0,623.0,199.0,3680.0,8568.0,Baja
PARC-01423,Ica,Emerald,7.78,23.3,39.8,5.96,9.8,683.0,217.0,3711.0,8582.0,Media
PARC-01424,La Libertad,Rocio,8.61,23.2,34.3,5.44,9.7,751.0,144.0,4144.0,8358.0,Baja
PARC-01425,Lambayeque,Rocio,2.97,22.4,31.9,5.0,,699.0,208.0,3958.0,9056.0,Alta
PARC-01426,Lambayeque,Ventura,10.09,22.1,35.2,5.52,9.5,710.0,186.0,4025.0,9144.0,Alta
PARC-01427,La Libertad,Ventura,4.5,19.6,57.3,5.53,9.3,597.0,179.0,4247.0,9141.0,Alta
PARC-01428,Lambayeque,Emerald,11.56,20.2,52.6,5.88,8.3,568.0,212.0,4169.0,9637.0,Alta
PARC-01429,Lambayeque,Emerald,4.31,20.3,60.8,7.07,7.9,556.0,279.0,4213.0,8418.0,Baja
PARC-01430,La Libertad,Ventura,8.25,22.0,36.3,,10.1,694.0,189.0,4032.0,8783.0,Media
PARC-01431,La Libertad,Emerald,7.45,22.2,52.2,6.22,7.5,609.0,184.0,3648.0,8582.0,Media
PARC-01432,La Libertad,Emerald,3.43,21.6,54.5,6.49,9.2,537.0,212.0,4160.0,8857.0,Media
PARC-01433,Lambayeque,Rocio,5.63,19.6,,5.19,9.0,526.0,180.0,4207.0,9143.0,Alta
PARC-01434,La Libertad,Ventura,9.81,20.9,58.5,5.66,9.0,513.0,192.0,4025.0,9154.0,Alta
PARC-01435,Lambayeque,Rocio,4.13,19.4,61.8,5.55,8.2,481.0,213.0,3896.0,9253.0,Alta
PARC-01436,La Libertad,Biloxi,11.63,22.3,51.8,6.32,7.3,643.0,226.0,3612.0,8191.0,Baja
PARC-01437,Lambayeque,Rocio,4.95,20.2,63.4,5.25,8.3,620.0,211.0,3995.0,8563.0,Baja
PARC-01438,Lambayeque,Biloxi,8.27,24.2,40.9,5.85,10.0,675.0,211.0,3479.0,8099.0,Baja
PARC-01439,Lambayeque,Rocio,8.19,22.0,50.0,6.12,8.3,685.0,261.0,3935.0,8207.0,Baja
PARC-01440,Lambayeque,Biloxi,6.71,21.0,41.9,6.14,7.4,592.0,186.0,3838.0,8626.0,Media
PARC-01441,La Libertad,Rocio,8.55,19.3,57.8,5.26,9.5,517.0,233.0,4000.0,8745.0,Media
PARC-01442,La Libertad,Rocio,9.44,19.2,58.2,4.98,8.9,543.0,225.0,3628.0,8643.0,Media
PARC-01443,Lambayeque,Rocio,8.19,20.9,63.5,5.75,9.0,593.0,156.0,4278.0,9347.0,Alta
PARC-01444,La Libertad,Rocio,7.6,19.4,52.9,5.28,9.0,515.0,211.0,3648.0,9183.0,Alta
PARC-01445,Lambayeque,Ventura,8.07,18.3,65.9,5.68,8.5,550.0,231.0,4205.0,8975.0,Media
PARC-01446,Lambayeque,Biloxi,6.02,22.3,37.3,5.52,9.1,688.0,226.0,3770.0,8482.0,Baja
PARC-01447,Ica,Rocio,2.71,23.9,53.5,6.42,7.5,565.0,237.0,4076.0,7559.0,Baja
PARC-01448,La Libertad,Emerald,3.6,21.0,36.8,5.3,9.6,721.0,218.0,3603.0,9311.0,Alta
PARC-01449,Lambayeque,Rocio,8.07,21.5,52.6,7.37,8.4,564.0,228.0,4210.0,7521.0,Baja
PARC-01450,La Libertad,Emerald,11.27,20.1,,5.35,9.0,549.0,192.0,4003.0,9543.0,Alta
PARC-01451,Ica,Emerald,2.26,21.9,46.0,6.42,8.0,564.0,227.0,3425.0,8869.0,Media
PARC-01452,Lambayeque,Ventura,7.44,20.4,51.6,7.47,8.5,539.0,294.0,4654.0,7443.0,Baja
PARC-01453,Lambayeque,Ventura,4.52,22.3,52.7,6.04,8.0,604.0,305.0,3630.0,8194.0,Baja
PARC-01454,Lambayeque,Ventura,7.62,22.1,50.5,6.13,6.5,590.0,227.0,3152.0,8417.0,Baja
PARC-01455,La Libertad,Emerald,9.5,20.1,60.1,5.29,9.4,509.0,193.0,4026.0,9295.0,Alta
PARC-01456,Lambayeque,Emerald,9.35,20.3,50.9,5.68,8.6,601.0,186.0,4088.0,9019.0,Media
PARC-01457,Ica,Biloxi,9.25,21.5,58.8,5.75,9.0,567.0,202.0,4312.0,8810.0,Media
PARC-01458,La Libertad,Biloxi,9.79,22.7,38.0,5.37,9.9,734.0,238.0,3648.0,8811.0,Media
PARC-01459,Ica,Biloxi,2.73,22.1,39.1,6.13,7.5,604.0,223.0,3529.0,9398.0,Alta
PARC-01460,Ica,Emerald,7.1,23.4,37.9,5.73,9.2,691.0,137.0,3725.0,8267.0,Baja
PARC-01461,Ica,Emerald,4.62,21.4,52.8,6.94,7.8,598.0,216.0,3999.0,8153.0,Baja
PARC-01462,Ica,Biloxi,11.21,22.6,38.2,5.95,8.9,676.0,183.0,3659.0,8300.0,Baja
PARC-01463,La Libertad,Emerald,9.83,19.5,55.8,5.37,9.1,541.0,221.0,4426.0,9655.0,Alta
PARC-01464,Lambayeque,Biloxi,3.08,19.2,56.8,5.21,10.1,563.0,214.0,3765.0,9557.0,Alta
PARC-01465,La Libertad,Rocio,4.43,20.5,59.9,6.85,9.6,590.0,284.0,3893.0,8762.0,Media
PARC-01466,Lambayeque,Emerald,6.55,21.9,54.5,7.25,9.9,582.0,296.0,3429.0,8146.0,Baja
PARC-01467,La Libertad,Emerald,11.63,23.3,46.4,5.46,9.1,651.0,249.0,4080.0,8384.0,Baja
PARC-01468,Ica,Emerald,3.1,20.0,62.2,5.45,9.6,647.0,172.0,3844.0,9255.0,Alta
PARC-01469,La Libertad,Ventura,7.68,20.3,62.7,7.08,8.2,548.0,189.0,4303.0,8636.0,Media
PARC-01470,La Libertad,Rocio,5.41,19.3,66.9,5.71,8.9,552.0,176.0,4323.0,9431.0,Alta
PARC-01471,La Libertad,Emerald,8.46,21.6,48.0,6.21,6.9,611.0,243.0,3508.0,8093.0,Baja
PARC-01472,Lambayeque,Biloxi,8.49,19.7,58.9,5.62,8.9,540.0,200.0,4299.0,9434.0,Alta
PARC-01473,La Libertad,Rocio,4.41,21.3,62.5,5.66,8.9,520.0,220.0,4143.0,8999.0,Media
PARC-01474,La Libertad,Emerald,9.86,22.4,34.0,5.34,9.6,723.0,148.0,3720.0,9127.0,Alta
PARC-01475,La Libertad,Ventura,2.91,23.8,39.1,5.9,9.8,654.0,201.0,3768.0,8351.0,Baja
PARC-01476,La Libertad,Rocio,10.18,21.7,35.8,5.9,9.0,745.0,197.0,3794.0,8441.0,Baja
PARC-01477,Ica,Biloxi,4.12,22.9,37.4,5.71,8.4,718.0,136.0,3743.0,8670.0,Media
PARC-01478,La Libertad,Emerald,7.9,24.1,47.4,6.14,7.2,559.0,256.0,3378.0,7852.0,Baja
PARC-01479,La Libertad,Emerald,5.47,23.2,42.7,5.34,8.9,671.0,216.0,3292.0,8650.0,Media
PARC-01480,La Libertad,Rocio,8.1,22.5,41.3,5.54,9.8,709.0,194.0,3316.0,9048.0,Media
PARC-01481,La Libertad,Emerald,4.67,22.6,35.9,5.48,9.7,760.0,209.0,3939.0,9266.0,Alta
PARC-01482,La Libertad,Rocio,7.69,18.9,58.6,,8.7,612.0,214.0,4443.0,9333.0,Alta
PARC-01483,La Libertad,Ventura,2.08,21.3,41.1,5.59,10.1,677.0,203.0,4065.0,9208.0,Alta
PARC-01484,La Libertad,Rocio,5.74,20.2,60.3,5.31,9.0,551.0,159.0,3965.0,9645.0,Alta
PARC-01485,La Libertad,Biloxi,10.26,19.0,,7.14,8.6,582.0,258.0,4260.0,8681.0,Media
PARC-01486,La Libertad,Rocio,6.63,19.7,61.8,5.59,8.7,570.0,195.0,3383.0,9563.0,Alta
PARC-01487,Lambayeque,Rocio,6.99,21.7,45.7,6.0,6.5,581.0,261.0,3599.0,8861.0,Media
PARC-01488,La Libertad,Emerald,8.22,22.4,35.2,6.11,8.9,697.0,220.0,3867.0,8792.0,Media
PARC-01489,Lambayeque,Biloxi,6.34,23.4,51.2,6.3,8.4,596.0,237.0,3547.0,8209.0,Baja
PARC-01490,Lambayeque,Ventura,10.67,22.3,39.2,5.55,8.9,790.0,203.0,3949.0,8871.0,Media
PARC-01491,Ica,Biloxi,6.03,19.6,64.6,5.16,9.1,617.0,177.0,4101.0,9898.0,Alta
PARC-01492,La Libertad,Rocio,11.43,23.4,48.0,6.07,7.7,566.0,251.0,3653.0,8009.0,Baja
PARC-01493,Lambayeque,Ventura,10.77,19.6,60.7,6.57,7.8,555.0,259.0,4268.0,9066.0,Alta
PARC-01494,Ica,Rocio,6.21,20.0,66.1,6.93,8.9,568.0,295.0,4344.0,8336.0,Baja
PARC-01495,Ica,Rocio,5.66,22.2,38.5,5.51,8.7,693.0,198.0,4093.0,8444.0,Baja
PARC-01496,Ica,Biloxi,8.77,20.9,61.2,,7.9,557.0,259.0,4345.0,8659.0,Media
PARC-01497,La Libertad,Rocio,9.55,22.0,50.4,5.9,7.5,581.0,321.0,3589.0,8670.0,Media
PARC-01498,Ica,Ventura,3.86,20.5,60.5,6.65,8.8,504.0,277.0,3730.0,8865.0,Media
PARC-01499,Ica,Biloxi,4.41,19.0,67.0,5.48,9.0,607.0,220.0,3881.0,9252.0,Alta
PARC-01500,La Libertad,Ventura,3.46,20.8,51.7,6.82,9.3,570.0,216.0,4032.0,8174.0,Baja
